"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"473","Ryan Finley","CIN","qb","9","16","7.8","0","10.9697","16.4526","122.7794","0.7955","0.5013","1.3546","0.59","2.1911","0.0011","0","0","0","0","0.0765","0.0383","0.027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"474","Tyrod Taylor","LAC","qb","12","16","6.6","0","7.6049","9.7728","91.5258","0.5834","0.1486","1.191","1.1081","6.8156","0.018","0","0","0","0","0.0555","0.0278","0.0169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"475","Chad Henne","KC","qb","12","16","6.5","0","8.051","11.8605","88.2683","0.6978","0.3482","0.88","0.3874","3.8874","0.0176","0","0","0","0","0.0543","0.0272","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"476","Brett Hundley","ARZ","qb","12","16","6.4","0","9.7136","16.2839","106.0602","0.4692","0.5496","1.5307","0.5491","7.4732","0.0248","0","0","0","0","0.1043","0.0522","0.0161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"477","Teddy Bridgewater","NO","qb","9","16","6.3","0","8.4324","10.8934","95.0978","0.608","0.3681","0.8044","0.5864","3.7189","0.0141","0","0","0","0","0.0504","0.0252","0.0111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"478","Matt Schaub","ATL","qb","9","16","6.2","0","8.2278","12.0323","94.7469","0.5715","0.3905","0.7255","0.3678","3.9062","0.0148","0","0","0","0","0.0546","0.0273","0.0201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"479","Ryan Griffin","TB","qb","7","16","6.1","0","7.2303","11.7544","94.1202","0.5513","0.3426","1.0162","0.5087","3.952","0.0144","0","0","0","0","0.0552","0.0276","0.0186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"480","Blake Bortles","LA","qb","9","16","6","0","7.6482","11.1967","91.8729","0.5054","0.2589","0.907","0.6968","5.8635","0.0137","0","0","0","0","0.2006","0.1003","0.0197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"481","Drew Stanton","CLV","qb","7","16","5.4","0","7.6143","11.4573","83.8677","0.5068","0.3807","0.5911","0.3704","3.0837","0.0104","0","0","0","0","0.0678","0.0339","0.0125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"482","DeShone Kizer","GB","qb","11","16","5.2","0","7.1036","11.1224","76.4695","0.4949","0.4567","1.0518","0.9816","6.166","0.0064","0","0","0","0","0.1176","0.0588","0.0174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"483","Paxton Lynch","SEA","qb","11","16","4.9","0","5.7273","8.993","68.7129","0.5195","0.3312","1.0613","0.8872","3.3957","0.014","0","0","0","0","0.0647","0.0324","0.0133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"484","Chase Daniel","CHI","qb","6","16","4.8","0","6.7835","10.8581","72.8755","0.454","0.3294","0.7327","0.5812","3.355","0.013","0","0","0","0","0.058","0.029","0.0114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"485","Cooper Rush","DAL","qb","8","16","4.8","0","6.9587","10.9581","76.0161","0.4149","0.2758","0.7657","0.4452","3.2464","0.0109","0","0","0","0","0.0505","0.0253","0.0148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"486","Matt Barkley","BUF","qb","6","16","3.6","0","5.7262","10.8761","61.1936","0.3015","0.4166","0.6374","0.2615","3.4132","0.012","0","0","0","0","0.0477","0.0238","0.0109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"487","Brian Hoyer","NE","qb","10","16","2.9","0","4.0393","5.6399","42.2305","0.277","0.165","0.2546","0.3451","1.5009","0.0112","0","0","0","0","0.0264","0.0132","0.0087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"488","Sean Mannion","MIN","qb","12","16","2.8","0","3.8976","6.0064","40.9434","0.2823","0.1707","0.2833","0.1184","1.8575","0.0081","0","0","0","0","0.026","0.013","0.0087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"489","Tom Savage","DET","qb","5","16","2.7","0","3.6399","5.141","41.0939","0.2516","0.1235","0.8937","0.0898","1.3788","0.0058","0","0","0","0","0.0679","0.034","0.0082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"490","Mike Glennon","OAK","qb","6","16","2.6","0","3.5889","5.6259","41.1287","0.2362","0.1455","0.4659","0.1301","1.6734","0.0064","0","0","0","0","0.0419","0.0209","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"491","Trevor Siemian","NYJ","qb","4","16","2.4","0","3.4065","5.16","36.5258","0.2017","0.1647","0.5203","0.3241","1.9638","0.0105","0","0","0","0","0.04","0.02","0.0057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
